playlist,track_id,track_name,artist_name,album_name,release_date,popularity,added_at
Top 50 - JP,2LEgqb2Hp8kMTNeZPI5SWI,シーソーゲーム～勇敢な恋の歌～,Mr.Children,シーソーゲーム～勇敢な恋の歌～,1995-08-10,39,2023-01-06T11:13:05Z
Top 50 - JP,05r9UOGb3CRKOJYjffnoOj,"Hello,Again～昔からある場所～",My Little Lover,"Hello,Again～昔からある場所～",1995-08-21,38,2023-01-06T11:13:31Z
Top 50 - JP,34FrFPPusGVFsZf3DvDBXz,奇跡の地球,桑田 佳祐 ＆ Mr.Children,TOP OF THE POPS,2002-11-27,49,2023-01-06T11:14:31Z
Top 50 - JP,0PKIGkCfVl6D8gi7oapby4,TOMORROW,Mayo Okamoto,TOMORROW/BLUE STAR,1995-05-10,42,2023-01-06T11:14:55Z
Top 50 - JP,0sVnyL71jTOuMt9TZ59bws,ロビンソン,SPITZ,ハチミツ,1995,65,2023-01-06T11:15:36Z
Top 50 - JP,3SOlzWZQ604wzUPxF8RfLg,LOVE PHANTOM,B'z,LOVE PHANTOM,1995-10-11,47,2023-01-06T11:16:03Z
Top 50 - JP,3fCqxjgZjsAzYSMzuH57Iy,CRAZY GONNA CRAZY - Radio Mix,TRF,CRAZY GONNA CRAZY,1995-01-01,35,2023-01-06T11:16:26Z
Top 50 - JP,47xVGnWeFFAHWKmXoM2pVw,【es】～Theme of es～,Mr.Children,【es】～Theme of es～,1995-08-10,24,2023-01-06T11:16:46Z
Top 50 - JP,1DCPNjIaSxNkOORVUOQ2to,ねがい,B'z,ねがい,1995-05-31,46,2023-01-06T11:17:04Z
Top 50 - JP,00GuuqRIM2y5DiMwmmHNVJ,"love me, I love you",B'z,"love me, I love you",1995-07-07,46,2023-01-06T11:17:26Z
Top 50 - JP,4R5K5R2hkq6mh2YBqJaUCM,masquerade,TRF,WORKS -THE BEST OF TRF-,1998-01-01,29,2023-10-19T12:15:38Z
Top 50 - JP,53kyjEQUb1fGT3gE0nf0YP,KNOCKIN' ON YOUR DOOR,L⇔R,KNOCKIN' ON YOUR DOOR,1995-05-03,32,2023-01-06T11:19:21Z
Top 50 - JP,08WMcRBYuUEzTnbQ5v9wuq,ら･ら･ら (2019 Remastered),Maki Ohguro,LA.LA.LA (2019 Remastered),1995-07-19,56,2023-01-06T11:19:57Z
Top 50 - JP,4LTM1Ib8WdAHbUy05Blh5q,MOTEL,B'z,MOTEL,1994-11-21,36,2023-01-06T11:20:19Z
Top 50 - JP,0ziJyxfu8x1YnSoQIHWnQB,ズルい女,Sharam Q,ズルい女,1995,34,2023-01-06T11:20:43Z
Top 50 - JP,13e6vFWRVS2cwn7oRnPBY6,GOING GOING HOME,H Jungle With t,GOING GOING HOME,1995-07-19,49,2023-01-06T11:21:05Z
Top 50 - JP,4FRhnocrpBGqXSogr6DTL6,everybody goes～秩序のない現代にドロップキック～,Mr.Children,everybody goes～秩序のない現代にドロップキック～,1994-12-12,23,2023-01-06T11:21:29Z
Top 50 - JP,4rtw6OgufyAqimZSrQxgMS,突然,ZARD,TODAY IS ANOTHER DAY,1996-07-08,49,2025-08-10T05:41:49Z
Top 50 - JP,6lORdMRlhsAq13TAvpbu8s,シングルベッド,Sharam Q,シングルベッド,1994,37,2023-01-06T11:22:56Z
Top 50 - JP,1lEcNMnqk05TMXxLnVCwe1,あなただけを ～Summer Heartbreak～,サザンオールスターズ,あなただけを ～Summer Heartbreak～,1995-07-17,40,2023-01-06T11:23:19Z
Top 50 - JP,0Zdt7SWFAN9ujro0zjujnd,サンキュ.,DREAMS COME TRUE,サンキュ.,1995,38,2023-01-06T11:23:42Z
Top 50 - JP,2lGUCMcXm7SoOHPMqRZ2pC,Overnight Sensation 〜時代はあなたに委ねてる〜,TRF,Overnight Sensation,1995-03-08,33,2023-01-06T11:24:02Z
Top 50 - JP,5tbrCyV9bRW6ZP1WWjIPw7,旅人のうた,中島みゆき,旅人のうた,1995-05-19,44,2023-01-06T11:24:26Z
Top 50 - JP,15iMS4WkGPovZ5pU7sPoRY,碧いうさぎ,Noriko Sakai,碧いうさぎ,2017-03-15,35,2023-01-06T11:25:03Z
Top 50 - JP,02kBYC3M7ss43dr7i8ADyT,涙がキラリ☆,SPITZ,ハチミツ,1995,50,2023-01-06T11:25:41Z
Top 50 - JP,0XwNZh26KzqJIKtX5pNLhl,ゆずれない願い - Complete ver,Naomi Tamura,ゆずれない願い (Complete ver),2020-05-12,45,2023-10-19T12:24:11Z
Top 50 - JP,0sJqsssN3282obdpFS6Hot,Man&Woman,My Little Lover,Man&Woman,1995-05-01,27,2023-10-19T12:26:20Z
Top 50 - JP,0nBOGZXoGWD5Ngi1X7UMIB,DA・YO・NE,EAST END + YURI,demim-ed soul,1994-06-25,29,2023-10-19T12:28:07Z
Top 50 - JP,4Gur8MH3dWEOq5PiOq2Pqf,POISON,HOTEI,POISON,1995-01-25,48,2023-10-19T12:30:00Z
Top 50 - JP,3qWJQjlID7WXasQNMw7Avd,君がいたから,ZARD,TODAY IS ANOTHER DAY,1996-07-08,37,2025-08-10T05:47:34Z
Top 50 - JP,0jTsODpz9AXkZGifBXRs2U,Feel Like dance - Original Mix,globe,Feel Like dance,1995-08-09,35,2023-10-19T12:31:57Z
Top 50 - JP,1BZnc6VaggPnrQyjem5Dpf,Message (Original Version),Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,1995,31,2023-10-19T12:33:44Z
Top 50 - JP,2fS3J1j38zkWnkqLQemUMq,いちばん近くにいてね (2019 Remastered),Maki Ohguro,LA.LA.LA (2019 Remastered),1995-07-19,43,2023-10-19T12:35:44Z
Top 50 - JP,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,1994-10-28,74,2023-10-19T12:38:08Z
Top 50 - JP,2B6xVDE5vROAX8hFdXVcko,晴天を誉めるなら夕暮れを待て,ASKA,晴天を誉めるなら夕暮れを待て,1995-01-01,22,2024-12-25T03:03:49Z
Top 50 - JP,7yWPOCQZp1dqHNhl1PP2mR,めぐり逢い,CHAGE and ASKA,めぐり逢い,1994-11-16,31,2024-10-23T11:50:56Z
Top 50 - JP,3ATkrVYSjxzpKHd8G0RD1y,空を見なよ,Sharam Q,空を見なよ,1995,19,2023-10-19T12:44:09Z
Top 50 - JP,4ySfHhrWdFjnHWFGOhQEOq,あなたを感じていたい,ZARD,あなたを感じていたい,1994-12-24,40,2023-10-19T12:46:51Z
Top 50 - JP,,TRY ME ～私を信じて～,安室奈美恵 with SUPER MONKEY'S,ORIGINAL TRACKS VOL. 1,,0,2023-11-23T12:18:03Z
Top 50 - JP,51dIXcYbSGLqWpNM4tV0mT,恋の罠しかけましょ 〜FUNK THE PEANUTSのテーマ〜,FUNK THE PEANUTS,恋の罠しかけましょ　〜FUNK THE PEANUTSのテーマ〜,1995,35,2023-10-19T12:53:03Z
Top 50 - JP,7z29z6sF1gPAXQm9952NqQ,Joy to the love(globe) - Original Mix,globe,Joy to the love(globe),1995-09-27,30,2023-10-19T12:54:59Z
Top 50 - JP,7kNC1R1e8ingUKeZBYIMVI,愛が見えない,ZARD,愛が見えない,1995-06-05,38,2023-10-19T12:56:34Z
Top 50 - JP,0NoF3p7QaRjeQprbPSXIrh,春よ、来い,Yumi Matsutoya,春よ、来い,1994-10-24,37,2023-10-19T12:58:10Z
Top 50 - JP,4G9cmAjNnspcwOzUWZPFCL,Over Drive,JUDY AND MARY,Over Drive,1995,26,2023-10-19T13:00:23Z
Top 50 - JP,3Mal624OZMxzJwxEyBBbSY,名もなき詩,Mr.Children,名もなき詩,1996-02-05,40,2023-01-06T11:26:11Z
Top 50 - JP,2ggw0Py9eptisSvB1xkgkc,DEPARTURES - RADIO EDIT,globe,DEPARTURES,1996-01-01,52,2023-01-06T11:26:43Z
